没	drown	763	RTK
股	thigh	764	RTK
設	establishment	765	RTK
撃	beat	766	RTK
殻	husk	767	RTK
支	branch	768	RTK
技	skill	769	RTK
枝	bough	770	RTK
肢	limb	771	RTK
茎	stalk	772	RTK
怪	suspicious	773	RTK
軽	lightly	774	RTK
叔	uncle	775	RTK
督	coach	776	RTK
寂	loneliness	777	RTK
淑	graceful	778	RTK
反	anti-	779	RTK
坂	slope	780	RTK
板	plank	781	RTK
返	return	782	RTK
販	marketing	783	RTK
爪	claw	784	RTK
妥	gentle	785	RTK
乳	milk	786	RTK
浮	floating	787	RTK
淫	lewd	788	RTK
将	leader	789	RTK
奨	exhort	790	RTK
采	grab	791	RTK
採	pick	792	RTK
菜	vegetable	793	RTK
受	accept	794	RTK
授	impart	795	RTK
愛	love	796	RTK
曖	unclear	797	RTK
払	pay	798	RTK
広	wide	799	RTK
勾	hooked	800	RTK
拡	broaden	801	RTK
鉱	mineral	802	RTK
弁	valve	803	RTK
雄	male	804	RTK
台	pedestal	805	RTK
怠	neglect	806	RTK
治	reign	807	RTK
冶	metallurgy	808	RTK
始	commence	809	RTK
胎	womb	810	RTK
窓	window	811	RTK
去	gone	812	RTK
法	method	813	RTK
会	meeting	814	RTK
至	climax	815	RTK
室	room	816	RTK
到	arrival	817	RTK
致	doth	818	RTK
互	mutually	819	RTK
棄	abandon	820	RTK
育	bring up	821	RTK
撤	remove	822	RTK
充	allot	823	RTK
銃	gun	824	RTK
硫	sulfur	825	RTK
流	current	826	RTK
允	license	827	RTK
唆	tempt	828	RTK
出	exit	829	RTK
山	mountain	830	RTK
拙	bungling	831	RTK
岩	boulder	832	RTK
炭	charcoal	833	RTK
岐	branch off	834	RTK
峠	mountain pass	835	RTK
崩	crumble	836	RTK
密	secrecy	837	RTK
蜜	honey	838	RTK
嵐	storm	839	RTK
崎	promontory	840	RTK
崖	bluffs	841	RTK
入	enter	842	RTK
込	crowded	843	RTK
分	part	844	RTK
貧	poverty	845	RTK
頒	partition	846	RTK
公	public	847	RTK
松	pine tree	848	RTK
翁	venerable old man	849	RTK
訟	sue	850	RTK
谷	valley	851	RTK
浴	bathe	852	RTK
容	contain	853	RTK
溶	melt	854	RTK
欲	longing	855	RTK
裕	abundant	856	RTK
鉛	lead (metal)	857	RTK
沿	run alongside	858	RTK
賞	prize	859	RTK
党	party	860	RTK
堂	hall	861	RTK
常	usual	862	RTK
裳	skirt	863	RTK
掌	manipulate	864	RTK
皮	pelt	865	RTK
波	waves	866	RTK
婆	old woman	867	RTK
披	expose	868	RTK
破	rend	869	RTK
被	incur	870	RTK
残	remainder	871	RTK
殉	martyrdom	872	RTK
殊	particularly	873	RTK
殖	augment	874	RTK
列	file	875	RTK
裂	split	876	RTK
烈	ardent	877	RTK
死	death	878	RTK
葬	interment	879	RTK
瞬	wink	880	RTK
耳	ear	881	RTK
取	take	882	RTK
趣	gist	883	RTK
最	utmost	884	RTK
撮	snapshot	885	RTK
恥	shame	886	RTK
職	post	887	RTK
聖	holy	888	RTK
敢	daring	889	RTK
聴	listen	890	RTK
懐	pocket	891	RTK
慢	ridicule	892	RTK
漫	loose	893	RTK
買	buy	894	RTK
置	placement	895	RTK
罰	penalty	896	RTK
寧	rather	897	RTK
濁	voiced	898	RTK
環	ring	899	RTK
還	send back	900	RTK
夫	husband	901	RTK
扶	aid	902	RTK
渓	mountain stream	903	RTK
規	standard	904	RTK
替	exchange	905	RTK
賛	approve	906	RTK
潜	submerge	907	RTK
失	lose	908	RTK
鉄	iron	909	RTK
迭	alternate	910	RTK
臣	retainer	911	RTK
姫	princess	912	RTK
蔵	storehouse	913	RTK
臓	entrails	914	RTK
賢	intelligent	915	RTK
腎	kidney	916	RTK
堅	strict	917	RTK
臨	look to	918	RTK
覧	perusal	919	RTK
巨	gigantic	920	RTK
拒	repel	921	RTK
力	power	922	RTK
男	man	923	RTK
労	labor	924	RTK
募	recruit	925	RTK
劣	inferiority	926	RTK
功	achievement	927	RTK
勧	persuade	928	RTK
努	toil	929	RTK
勃	uprising	930	RTK
励	encourage	931	RTK
加	add	932	RTK
賀	congratulations	933	RTK
架	erect	934	RTK
脇	armpit	935	RTK
脅	threaten	936	RTK
協	co-	937	RTK
行	going	938	RTK
律	rhythm	939	RTK
復	restore	940	RTK
得	gain	941	RTK
従	accompany	942	RTK
徒	junior	943	RTK
待	wait	944	RTK
往	journey	945	RTK
征	subjugate	946	RTK
径	diameter	947	RTK
彼	he	948	RTK
役	duty	949	RTK
徳	benevolence	950	RTK
